id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000119772,DNA methyltransferase 3 alpha,protein_coding,"[""Required for genome-wide de novo methylation and is essential for the establishment of DNA methylation patterns during development (PubMed:12138111, PubMed:16357870, PubMed:30478443). DNA methylation is coordinated with methylation of histones (PubMed:12138111, PubMed:16357870, PubMed:30478443). It modifies DNA in a non-processive manner and also methylates non-CpG sites (PubMed:12138111, PubMed:16357870, PubMed:30478443). May preferentially methylate DNA linker between 2 nucleosomal cores and is inhibited by histone H1 (By similarity). Plays a role in paternal and maternal imprinting (By similarity). Required for methylation of most imprinted loci in germ cells (By similarity). Acts as a transcriptional corepressor for ZBTB18 (By similarity). Recruited to trimethylated 'Lys-36' of histone H3 (H3K36me3) sites (By similarity). Can actively repress transcription through the recruitment of HDAC activity (By similarity). Also has weak auto-methylation activity on Cys-710 in absence of DNA (By similarity).""]",['R-HSA-212300' 'R-HSA-3214858' 'R-HSA-4655427' 'R-HSA-5334118']
ENSG00000125910,sphingosine-1-phosphate receptor 4,protein_coding,['Receptor for the lysosphingolipid sphingosine 1-phosphate (S1P). S1P is a bioactive lysophospholipid that elicits diverse physiological effect on most types of cells and tissues. May be involved in cell migration processes that are specific for lymphocytes.'],['R-HSA-418594' 'R-HSA-419408']
ENSG00000129749,cholinergic receptor nicotinic alpha 10 subunit,protein_coding,"['Ionotropic receptor with a probable role in the modulation of auditory stimuli. Agonist binding may induce an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane. The channel is permeable to a range of divalent cations including calcium, the influx of which may activate a potassium current which hyperpolarizes the cell membrane. In the ear, this may lead to a reduction in basilar membrane motion, altering the activity of auditory nerve fibers and reducing the range of dynamic hearing. This may protect against acoustic trauma.']",[]
ENSG00000130595,"troponin T3, fast skeletal type",protein_coding,"['Troponin T is the tropomyosin-binding subunit of troponin, the thin filament regulatory complex which confers calcium-sensitivity to striated muscle actomyosin ATPase activity.']",['R-HSA-390522']
ENSG00000130816,DNA methyltransferase 1,protein_coding,"['Methylates CpG residues. Preferentially methylates hemimethylated DNA. Associates with DNA replication sites in S phase maintaining the methylation pattern in the newly synthesized strand, that is essential for epigenetic inheritance. Associates with chromatin during G2 and M phases to maintain DNA methylation independently of replication. It is responsible for maintaining methylation patterns established in development. DNA methylation is coordinated with methylation of histones. Mediates transcriptional repression by direct binding to HDAC2. In association with DNMT3B and via the recruitment of CTCFL/BORIS, involved in activation of BAG1 gene expression by modulating dimethylation of promoter histone H3 at H3K4 and H3K9. Probably forms a corepressor complex required for activated KRAS-mediated promoter hypermethylation and transcriptional silencing of tumor suppressor genes (TSGs) or other tumor-related genes in colorectal cancer (CRC) cells (PubMed:24623306). Also required to maintain a transcriptionally repressive state of genes in undifferentiated embryonic stem cells (ESCs) (PubMed:24623306). Associates at promoter regions of tumor suppressor genes (TSGs) leading to their gene silencing (PubMed:24623306). Promotes tumor growth (PubMed:24623306).']",['R-HSA-212300' 'R-HSA-427413' 'R-HSA-4655427' 'R-HSA-5334118']
ENSG00000135333,EPH receptor A7,protein_coding,"['Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Among GPI-anchored ephrin-A ligands, EFNA5 is a cognate/functional ligand for EPHA7 and their interaction regulates brain development modulating cell-cell adhesion and repulsion. Has a repellent activity on axons and is for instance involved in the guidance of corticothalamic axons and in the proper topographic mapping of retinal axons to the colliculus. May also regulate brain development through a caspase(CASP3)-dependent proapoptotic activity. Forward signaling may result in activation of components of the ERK signaling pathway including MAP2K1, MAP2K2, MAPK1 AND MAPK3 which are phosphorylated upon activation of EPHA7.']",['R-HSA-2682334' 'R-HSA-3928663' 'R-HSA-3928665']
ENSG00000140990,NADH:ubiquinone oxidoreductase subunit B10,protein_coding,"['Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone.']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000142168,superoxide dismutase 1,protein_coding,['Destroys radicals which are normally produced within the cells and which are toxic to biological systems.'],['R-HSA-114608' 'R-HSA-3299685' 'R-HSA-8950505']
ENSG00000142208,AKT serine/threonine kinase 1,protein_coding,"[""AKT1 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis (PubMed:15526160, PubMed:11882383, PubMed:21620960, PubMed:21432781). This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates (PubMed:15526160, PubMed:11882383, PubMed:21620960, PubMed:21432781). Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported (PubMed:15526160, PubMed:11882383, PubMed:21620960, PubMed:21432781). AKT is responsible of the regulation of glucose uptake by mediating insulin-induced translocation of the SLC2A4/GLUT4 glucose transporter to the cell surface (By similarity). Phosphorylation of PTPN1 at 'Ser-50' negatively modulates its phosphatase activity preventing dephosphorylation of the insulin receptor and the attenuation of insulin signaling (By similarity). Phosphorylation of TBC1D4 triggers the binding of this effector to inhibitory 14-3-3 proteins, which is required for insulin-stimulated glucose transport (PubMed:11994271). AKT regulates also the storage of glucose in the form of glycogen by phosphorylating GSK3A at 'Ser-21' and GSK3B at 'Ser-9', resulting in inhibition of its kinase activity (By similarity). Phosphorylation of GSK3 isoforms by AKT is also thought to be one mechanism by which cell proliferation is driven (By similarity). AKT regulates also cell survival via the phosphorylation of MAP3K5 (apoptosis signal-related kinase) (PubMed:11154276). Phosphorylation of 'Ser-83' decreases MAP3K5 kinase activity stimulated by oxidative stress and thereby prevents apoptosis (PubMed:11154276). AKT mediates insulin-stimulated protein synthesis by phosphorylating TSC2 at 'Ser-939' and 'Thr-1462', thereby activating mTORC1 signaling and leading to both phosphorylation of 4E-BP1 and in activation of RPS6KB1 (PubMed:12150915). AKT is involved in the phosphorylation of members of the FOXO factors (Forkhead family of transcription factors), leading to binding of 14-3-3 proteins and cytoplasmic localization (PubMed:10358075). In particular, FOXO1 is phosphorylated at 'Thr-24', 'Ser-256' and 'Ser-319' (PubMed:10358075). FOXO3 and FOXO4 are phosphorylated on equivalent sites (PubMed:10358075). AKT has an important role in the regulation of NF-kappa-B-dependent gene transcription and positively regulates the activity of CREB1 (cyclic AMP (cAMP)-response element binding protein) (PubMed:9829964). The phosphorylation of CREB1 induces the binding of accessory proteins that are necessary for the transcription of pro-survival genes such as BCL2 and MCL1 (PubMed:9829964). AKT phosphorylates 'Ser-454' on ATP citrate lyase (ACLY), thereby potentially regulating ACLY activity and fatty acid synthesis (By similarity). Activates the 3B isoform of cyclic nucleotide phosphodiesterase (PDE3B) via phosphorylation of 'Ser-273', resulting in reduced cyclic AMP levels and inhibition of lipolysis (By similarity). Phosphorylates PIKFYVE on 'Ser-318', which results in increased PI(3)P-5 activity (By similarity). The Rho GTPase-activating protein DLC1 is another substrate and its phosphorylation is implicated in the regulation cell proliferation and cell growth. AKT plays a role as key modulator of the AKT-mTOR signaling pathway controlling the tempo of the process of newborn neurons integration during adult neurogenesis, including correct neuron positioning, dendritic development and synapse formation (By similarity). Signals downstream of phosphatidylinositol 3-kinase (PI(3)K) to mediate the effects of various growth factors such as platelet-derived growth factor (PDGF), epidermal growth factor (EGF), insulin and insulin-like growth factor I (IGF-I) (PubMed:12176338, PubMed:12964941). AKT mediates the antiapoptotic effects of IGF-I (By similarity). Essential for the SPATA13-mediated regulation of cell migration and adhesion assembly and disassembly (PubMed:19934221). May be involved in the regulation of the placental development (By similarity). Phosphorylates STK4/MST1 at 'Thr-120' and 'Thr-387' leading to inhibition of its: kinase activity, nuclear translocation, autophosphorylation and ability to phosphorylate FOXO3 (PubMed:17726016). Phosphorylates STK3/MST2 at 'Thr-117' and 'Thr-384' leading to inhibition of its: cleavage, kinase activity, autophosphorylation at Thr-180, binding to RASSF1 and nuclear translocation (PubMed:20086174, PubMed:20231902). Phosphorylates SRPK2 and enhances its kinase activity towards SRSF2 and ACIN1 and promotes its nuclear translocation (PubMed:19592491). Phosphorylates RAF1 at 'Ser-259' and negatively regulates its activity (PubMed:10576742). Phosphorylation of BAD stimulates its pro-apoptotic activity (PubMed:10926925). Phosphorylates KAT6A at 'Thr-369' and this phosphorylation inhibits the interaction of KAT6A with PML and negatively regulates its acetylation activity towards p53/TP53 (PubMed:23431171). Phosphorylates palladin (PALLD), modulating cytoskeletal organization and cell motility (PubMed:20471940). Phosphorylates prohibitin (PHB), playing an important role in cell metabolism and proliferation (PubMed:18507042). Phosphorylates CDKN1A, for which phosphorylation at 'Thr-145' induces its release from CDK2 and cytoplasmic relocalization (PubMed:16982699). These recent findings indicate that the AKT1 isoform has a more specific role in cell motility and proliferation (PubMed:16139227). Phosphorylates CLK2 thereby controlling cell survival to ionizing radiation (PubMed:20682768). Phosphorylates PCK1 at 'Ser-90', reducing the binding affinity of PCK1 to oxaloacetate and changing PCK1 into an atypical protein kinase activity using GTP as donor (PubMed:32322062). Also acts as an activator of TMEM175 potassium channel activity in response to growth factors: forms the lysoK(GF) complex together with TMEM175 and acts by promoting TMEM175 channel activation, independently of its protein kinase activity (PubMed:32228865).""]","['R-HSA-111447' 'R-HSA-1257604' 'R-HSA-1358803' 'R-HSA-1445148'
 'R-HSA-1474151' 'R-HSA-165159' 'R-HSA-198323' 'R-HSA-198693'
 'R-HSA-199418' 'R-HSA-203615' 'R-HSA-211163' 'R-HSA-354192'
 'R-HSA-3769402' 'R-HSA-389357' 'R-HSA-389513' 'R-HSA-392451'
 'R-HSA-450385' 'R-HSA-450604' 'R-HSA-5218920' 'R-HSA-5628897'
 'R-HSA-5674400' 'R-HSA-6785807' 'R-HSA-6804757' 'R-HSA-6804758'
 'R-HSA-6804759' 'R-HSA-6811558' 'R-HSA-69202' 'R-HSA-69656'
 'R-HSA-8849469' 'R-HSA-8876198' 'R-HSA-8941332' 'R-HSA-8948751'
 'R-HSA-9009391' 'R-HSA-9604323' 'R-HSA-9607240' 'R-HSA-9614399'
 'R-HSA-9634638']"
ENSG00000142408,calcium voltage-gated channel auxiliary subunit gamma 8,protein_coding,"['Regulates the activity of L-type calcium channels that contain CACNA1C as pore-forming subunit (By similarity). Regulates the trafficking and gating properties of AMPA-selective glutamate receptors (AMPARs). Promotes their targeting to the cell membrane and synapses and modulates their gating properties by slowing their rates of activation, deactivation and desensitization and by mediating their resensitization. Does not show subunit-specific AMPA receptor regulation and regulates all AMPAR subunits.']",['R-HSA-399719' 'R-HSA-5576892' 'R-HSA-5576893' 'R-HSA-5682910']
ENSG00000142875,protein kinase cAMP-activated catalytic subunit beta,protein_coding,"['Mediates cAMP-dependent signaling triggered by receptor binding to GPCRs. PKA activation regulates diverse cellular processes such as cell proliferation, the cell cycle, differentiation and regulation of microtubule dynamics, chromatin condensation and decondensation, nuclear envelope disassembly and reassembly, as well as regulation of intracellular transport mechanisms and ion flux. Regulates the abundance of compartmentalized pools of its regulatory subunits through phosphorylation of PJA2 which binds and ubiquitinates these subunits, leading to their subsequent proteolysis (PubMed:12420224, PubMed:21423175). Phosphorylates GPKOW which regulates its ability to bind RNA (PubMed:21880142).']","['R-HSA-111931' 'R-HSA-163358' 'R-HSA-163560' 'R-HSA-163615'
 'R-HSA-164378' 'R-HSA-180024' 'R-HSA-381676' 'R-HSA-392517'
 'R-HSA-422356' 'R-HSA-432040' 'R-HSA-4420097' 'R-HSA-442720'
 'R-HSA-5610780' 'R-HSA-5610783' 'R-HSA-5610785' 'R-HSA-5610787'
 'R-HSA-5621575' 'R-HSA-5687128' 'R-HSA-8853659' 'R-HSA-8963896'
 'R-HSA-9010642' 'R-HSA-9634600' 'R-HSA-9660821' 'R-HSA-9664323'
 'R-HSA-983231']"
ENSG00000144481,transient receptor potential cation channel subfamily M member 8,protein_coding,"['Receptor-activated non-selective cation channel involved in detection of sensations such as coolness, by being activated by cold temperature below 25 degrees Celsius. Activated by icilin, eucalyptol, menthol, cold and modulation of intracellular pH. Involved in menthol sensation. Permeable for monovalent cations sodium, potassium, and cesium and divalent cation calcium. Temperature sensing is tightly linked to voltage-dependent gating. Activated upon depolarization, changes in temperature resulting in graded shifts of its voltage-dependent activation curves. The chemical agonist menthol functions as a gating modifier, shifting activation curves towards physiological membrane potentials. Temperature sensitivity arises from a tenfold difference in the activation energies associated with voltage-dependent opening and closing. In prostate cancer cells, shows strong inward rectification and high calcium selectivity in contrast to its behavior in normal cells which is characterized by outward rectification and poor cationic selectivity. Plays a role in prostate cancer cell migration (PubMed:25559186). Isoform 2 and isoform 3 negatively regulate menthol- and cold-induced channel activity by stabilizing the closed state of the channel.']",['R-HSA-3295583']
ENSG00000145242,EPH receptor A5,protein_coding,"['Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Among GPI-anchored ephrin-A ligands, EFNA5 most probably constitutes the cognate/functional ligand for EPHA5. Functions as an axon guidance molecule during development and may be involved in the development of the retinotectal, entorhino-hippocampal and hippocamposeptal pathways. Together with EFNA5 plays also a role in synaptic plasticity in adult brain through regulation of synaptogenesis. In addition to its function in the nervous system, the interaction of EPHA5 with EFNA5 mediates communication between pancreatic islet cells to regulate glucose-stimulated insulin secretion (By similarity).']",['R-HSA-2682334' 'R-HSA-3928663' 'R-HSA-3928665']
ENSG00000145335,synuclein alpha,protein_coding,"['Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release. Participates as a monomer in synaptic vesicle exocytosis by enhancing vesicle priming, fusion and dilation of exocytotic fusion pores (PubMed:28288128, PubMed:30404828). Mechanistically, acts by increasing local Ca(2+) release from microdomains which is essential for the enhancement of ATP-induced exocytosis (PubMed:30404828). Acts also as a molecular chaperone in its multimeric membrane-bound state, assisting in the folding of synaptic fusion components called SNAREs (Soluble NSF Attachment Protein REceptors) at presynaptic plasma membrane in conjunction with cysteine string protein-alpha/DNAJC5 (PubMed:20798282). This chaperone activity is important to sustain normal SNARE-complex assembly during aging (PubMed:20798282). Plays also a role in the regulation of the dopamine neurotransmission by associating with the dopamine transporter (DAT1) and thereby modulating its activity (PubMed:26442590).']",['R-HSA-977225']
ENSG00000153253,sodium voltage-gated channel alpha subunit 3,protein_coding,"['Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient (PubMed:24157691, PubMed:28235671, PubMed:29466837). May contribute to the regulation of serotonin/5-hydroxytryptamine release by enterochromaffin cells (By similarity). In pancreatic endocrine cells, required for both glucagon and glucose-induced insulin secretion (By similarity).']",['R-HSA-445095' 'R-HSA-5576892']
ENSG00000154589,lymphocyte antigen 96,protein_coding,"['Binds bacterial lipopolysaccharide (LPS) (PubMed:17803912, PubMed:17569869). Cooperates with TLR4 in the innate immune response to bacterial lipopolysaccharide (LPS), and with TLR2 in the response to cell wall components from Gram-positive and Gram-negative bacteria (PubMed:11160242, PubMed:11593030). Enhances TLR4-dependent activation of NF-kappa-B (PubMed:10359581). Cells expressing both LY96 and TLR4, but not TLR4 alone, respond to LPS (PubMed:10359581).']","['R-HSA-1236974' 'R-HSA-140534' 'R-HSA-166016' 'R-HSA-166058'
 'R-HSA-166166' 'R-HSA-2562578' 'R-HSA-5602498' 'R-HSA-5603041'
 'R-HSA-5686938' 'R-HSA-936964' 'R-HSA-937041' 'R-HSA-937072'
 'R-HSA-975163']"
ENSG00000154928,EPH receptor B1,protein_coding,"['Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Cognate/functional ephrin ligands for this receptor include EFNB1, EFNB2 and EFNB3. During nervous system development, regulates retinal axon guidance redirecting ipsilaterally ventrotemporal retinal ganglion cells axons at the optic chiasm midline. This probably requires repulsive interaction with EFNB2. In the adult nervous system together with EFNB3, regulates chemotaxis, proliferation and polarity of the hippocampus neural progenitors. In addition to its role in axon guidance plays also an important redundant role with other ephrin-B receptors in development and maturation of dendritic spines and synapse formation. May also regulate angiogenesis. More generally, may play a role in targeted cell migration and adhesion. Upon activation by EFNB1 and probably other ephrin-B ligands activates the MAPK/ERK and the JNK signaling cascades to regulate cell migration and adhesion respectively. Involved in the maintenance of the pool of satellite cells (muscle stem cells) by promoting their self-renewal and reducing their activation and differentiation (By similarity).']",['R-HSA-2682334' 'R-HSA-3928662' 'R-HSA-3928664' 'R-HSA-3928665']
ENSG00000160194,NADH:ubiquinone oxidoreductase subunit V3,protein_coding,"['Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. May be the terminally assembled subunit of Complex I.']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000160868,cytochrome P450 family 3 subfamily A member 4,protein_coding,"['A cytochrome P450 monooxygenase involved in the metabolism of sterols, steroid hormones, retinoids and fatty acids (PubMed:10681376, PubMed:11093772, PubMed:11555828, PubMed:14559847, PubMed:12865317, PubMed:15373842, PubMed:15764715, PubMed:20702771, PubMed:19965576, PubMed:21490593, PubMed:21576599). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (NADPH--hemoprotein reductase). Catalyzes the hydroxylation of carbon-hydrogen bonds (PubMed:2732228, PubMed:14559847, PubMed:12865317, PubMed:15373842, PubMed:15764715, PubMed:21576599, PubMed:21490593). Exhibits high catalytic activity for the formation of hydroxyestrogens from estrone (E1) and 17beta-estradiol (E2), namely 2-hydroxy E1 and E2, as well as D-ring hydroxylated E1 and E2 at the C-16 position (PubMed:11555828, PubMed:14559847, PubMed:12865317). Plays a role in the metabolism of androgens, particularly in oxidative deactivation of testosterone (PubMed:2732228, PubMed:15373842, PubMed:15764715, PubMed:22773874). Metabolizes testosterone to less biologically active 2beta- and 6beta-hydroxytestosterones (PubMed:2732228, PubMed:15373842, PubMed:15764715). Contributes to the formation of hydroxycholesterols (oxysterols), particularly A-ring hydroxylated cholesterol at the C-4beta position, and side chain hydroxylated cholesterol at the C-25 position, likely contributing to cholesterol degradation and bile acid biosynthesis (PubMed:21576599). Catalyzes bisallylic hydroxylation of polyunsaturated fatty acids (PUFA) (PubMed:9435160). Catalyzes the epoxidation of double bonds of PUFA with a preference for the last double bond (PubMed:19965576). Metabolizes endocannabinoid arachidonoylethanolamide (anandamide) to 8,9-, 11,12-, and 14,15-epoxyeicosatrienoic acid ethanolamides (EpETrE-EAs), potentially modulating endocannabinoid system signaling (PubMed:20702771). Plays a role in the metabolism of retinoids. Displays high catalytic activity for oxidation of all-trans-retinol to all-trans-retinal, a rate-limiting step for the biosynthesis of all-trans-retinoic acid (atRA) (PubMed:10681376). Further metabolizes atRA toward 4-hydroxyretinoate and may play a role in hepatic atRA clearance (PubMed:11093772). Responsible for oxidative metabolism of xenobiotics. Acts as a 2-exo-monooxygenase for plant lipid 1,8-cineole (eucalyptol) (PubMed:11159812). Metabolizes the majority of the administered drugs. Catalyzes sulfoxidation of the anthelmintics albendazole and fenbendazole (PubMed:10759686). Hydroxylates antimalarial drug quinine (PubMed:8968357). Acts as a 1,4-cineole 2-exo-monooxygenase (PubMed:11695850). Also involved in vitamin D catabolism and calcium homeostasis. Catalyzes the inactivation of the active hormone calcitriol (1-alpha,25-dihydroxyvitamin D(3)) (PubMed:29461981).']",['R-HSA-211981' 'R-HSA-5423646' 'R-HSA-9027307']
ENSG00000160951,prostaglandin E receptor 1,protein_coding,['Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(q) proteins which activate a phosphatidylinositol-calcium second messenger system. May play a role as an important modulator of renal function. Implicated the smooth muscle contractile response to PGE2 in various tissues.'],['R-HSA-391908' 'R-HSA-416476']
ENSG00000163359,collagen type VI alpha 3 chain,protein_coding,['Collagen VI acts as a cell-binding protein.'],"['R-HSA-1442490' 'R-HSA-1650814' 'R-HSA-186797' 'R-HSA-2022090'
 'R-HSA-216083' 'R-HSA-3000178' 'R-HSA-419037' 'R-HSA-8948216']"
ENSG00000166828,sodium channel epithelial 1 subunit gamma,protein_coding,"['Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Plays an essential role in electrolyte and blood pressure homeostasis, but also in airway surface liquid homeostasis, which is important for proper clearance of mucus. Controls the reabsorption of sodium in kidney, colon, lung and sweat glands. Also plays a role in taste perception.']",['R-HSA-2672351']
ENSG00000168418,potassium voltage-gated channel modifier subfamily G member 4,protein_coding,['Potassium channel subunit that does not form functional channels by itself. Can form functional heterotetrameric channels with KCNB1; modulates the delayed rectifier voltage-gated potassium channel activation and deactivation rates of KCNB1 (PubMed:19074135).'],['R-HSA-1296072']
ENSG00000169442,CD52 molecule,protein_coding,"['May play a role in carrying and orienting carbohydrate, as well as having a more specific role.']",['R-HSA-163125']
ENSG00000170312,cyclin dependent kinase 1,protein_coding,"[""Plays a key role in the control of the eukaryotic cell cycle by modulating the centrosome cycle as well as mitotic onset; promotes G2-M transition, and regulates G1 progress and G1-S transition via association with multiple interphase cyclins. Required in higher cells for entry into S-phase and mitosis. Phosphorylates PARVA/actopaxin, APC, AMPH, APC, BARD1, Bcl-xL/BCL2L1, BRCA2, CALD1, CASP8, CDC7, CDC20, CDC25A, CDC25C, CC2D1A, CENPA, CSNK2 proteins/CKII, FZR1/CDH1, CDK7, CEBPB, CHAMP1, DMD/dystrophin, EEF1 proteins/EF-1, EZH2, KIF11/EG5, EGFR, FANCG, FOS, GFAP, GOLGA2/GM130, GRASP1, UBE2A/hHR6A, HIST1H1 proteins/histone H1, HMGA1, HIVEP3/KRC, LMNA, LMNB, LMNC, LBR, LATS1, MAP1B, MAP4, MARCKS, MCM2, MCM4, MKLP1, MYB, NEFH, NFIC, NPC/nuclear pore complex, PITPNM1/NIR2, NPM1, NCL, NUCKS1, NPM1/numatrin, ORC1, PRKAR2A, EEF1E1/p18, EIF3F/p47, p53/TP53, NONO/p54NRB, PAPOLA, PLEC/plectin, RB1, TPPP, UL40/R2, RAB4A, RAP1GAP, RCC1, RPS6KB1/S6K1, KHDRBS1/SAM68, ESPL1, SKI, BIRC5/survivin, STIP1, TEX14, beta-tubulins, MAPT/TAU, NEDD1, VIM/vimentin, TK1, FOXO1, RUNX1/AML1, SAMHD1, SIRT2 and RUNX2. CDK1/CDC2-cyclin-B controls pronuclear union in interphase fertilized eggs. Essential for early stages of embryonic development. During G2 and early mitosis, CDC25A/B/C-mediated dephosphorylation activates CDK1/cyclin complexes which phosphorylate several substrates that trigger at least centrosome separation, Golgi dynamics, nuclear envelope breakdown and chromosome condensation. Once chromosomes are condensed and aligned at the metaphase plate, CDK1 activity is switched off by WEE1- and PKMYT1-mediated phosphorylation to allow sister chromatid separation, chromosome decondensation, reformation of the nuclear envelope and cytokinesis. Inactivated by PKR/EIF2AK2- and WEE1-mediated phosphorylation upon DNA damage to stop cell cycle and genome replication at the G2 checkpoint thus facilitating DNA repair. Reactivated after successful DNA repair through WIP1-dependent signaling leading to CDC25A/B/C-mediated dephosphorylation and restoring cell cycle progression. In proliferating cells, CDK1-mediated FOXO1 phosphorylation at the G2-M phase represses FOXO1 interaction with 14-3-3 proteins and thereby promotes FOXO1 nuclear accumulation and transcription factor activity, leading to cell death of postmitotic neurons. The phosphorylation of beta-tubulins regulates microtubule dynamics during mitosis. NEDD1 phosphorylation promotes PLK1-mediated NEDD1 phosphorylation and subsequent targeting of the gamma-tubulin ring complex (gTuRC) to the centrosome, an important step for spindle formation. In addition, CC2D1A phosphorylation regulates CC2D1A spindle pole localization and association with SCC1/RAD21 and centriole cohesion during mitosis. The phosphorylation of Bcl-xL/BCL2L1 after prolongated G2 arrest upon DNA damage triggers apoptosis. In contrast, CASP8 phosphorylation during mitosis prevents its activation by proteolysis and subsequent apoptosis. This phosphorylation occurs in cancer cell lines, as well as in primary breast tissues and lymphocytes. EZH2 phosphorylation promotes H3K27me3 maintenance and epigenetic gene silencing. CALD1 phosphorylation promotes Schwann cell migration during peripheral nerve regeneration. CDK1-cyclin-B complex phosphorylates NCKAP5L and mediates its dissociation from centrosomes during mitosis (PubMed:26549230). Regulates the amplitude of the cyclic expression of the core clock gene ARNTL/BMAL1 by phosphorylating its transcriptional repressor NR1D1, and this phosphorylation is necessary for SCF(FBXW7)-mediated ubiquitination and proteasomal degradation of NR1D1 (PubMed:27238018). Phosphorylates EML3 at 'Thr-881' which is essential for its interaction with HAUS augmin-like complex and TUBG1 (PubMed:30723163).""
 '(Microbial infection) Acts as a receptor for hepatitis C virus (HCV) in hepatocytes and facilitates its cell entry.']","['R-HSA-110056' 'R-HSA-113507' 'R-HSA-1362300' 'R-HSA-162658'
 'R-HSA-170145' 'R-HSA-174048' 'R-HSA-174184' 'R-HSA-176408'
 'R-HSA-176412' 'R-HSA-176417' 'R-HSA-2299718' 'R-HSA-2465910'
 'R-HSA-2500257' 'R-HSA-2514853' 'R-HSA-2565942' 'R-HSA-2980767'
 'R-HSA-2995383' 'R-HSA-3301854' 'R-HSA-380259' 'R-HSA-380270'
 'R-HSA-380284' 'R-HSA-380320' 'R-HSA-4419969' 'R-HSA-5620912'
 'R-HSA-5687128' 'R-HSA-5689896' 'R-HSA-6804114' 'R-HSA-6804757'
 'R-HSA-68875' 'R-HSA-69205' 'R-HSA-69273' 'R-HSA-69478' 'R-HSA-75035'
 'R-HSA-8852276' 'R-HSA-8854518' 'R-HSA-8878166']"
